Ticker,Sector,LastClose,ATR_2H,EMA15_2H,EMA50_2H,EMA150_2H,EMA150_slope,MACD_diff,RSI_2H,MFI_2H,Timestamp,FibSupport_2H,EMA400_2H,EMA500_2H,EMA600_2H,EMA50_1D,EMA100_1D,reject_reason,Score,_sc_rsi_low,_sc_mfi_rsi_soft,_sc_macd_pos,_sc_ema15_close_gap,_sc_atr_score,_sc_ema150_distance,_sc_ema50_below,_sc_fib_soft,_sc_mfi_score,_sc_mfi_diff
BCC,COMMODITIES,89.38500213623047,1.1924945286342077,89.30657097935175,86.87125281254035,82.18526162113868,0.0057750050885005,-0.426442124930751,54.76305209885976,35.037940548748665,2026-02-11 20:00:00+00:00,84.00911970520019,,,,81.20169477634222,80.19640093935585,; ema15_above_price_failed,69.20084046268168,1.0473895802280482,15.0,0.0,13.895338754305545,0.5322288753255858,10.0,10.0,0.0,13.465853506126201,5.260029746696292
ROCK,COMMODITIES,54.09999847412109,0.8853067670549665,53.89531897323213,53.00413957810473,52.42396627780654,0.0020394574486629,-0.0758323811307053,55.12686868844798,40.70463310811983,2026-02-11 20:00:00+00:00,52.70831959533692,,,,53.039411866137954,55.01422275989137,; ema15_above_price_failed,68.65026698829459,0.9746262623104045,15.0,0.0,8.601723750248954,0.2939989735513827,10.0,10.0,11.568158311404185,8.365830202692154,3.8459294880875063
STX,COMMODITIES,407.0700073242188,10.590866088867188,410.0303965863131,403.5842585608708,357.8036410252325,0.0088562033424879,-1.9072642985552293,47.01200998877764,42.14545102711295,2026-02-11 20:00:00+00:00,379.61784179687504,,,,340.9498704758288,294.08980379589246,,66.28818967896687,2.597598002244472,15.0,0.0,7.055268229045307,7.820843246292992,10.0,10.0,5.447637069341841,7.069094075598347,1.2977490564439185
TREX,COMMODITIES,44.02999877929688,0.6104997907366071,44.02685314898912,43.16958954655812,40.57861626572362,0.0058861546054491,-0.1045246294771962,53.27523656976815,39.31519454883906,2026-02-11 20:00:00+00:00,40.916439453125,,,,40.99947821117736,43.26107242645297,; ema15_above_price_failed,65.59995486608325,1.3449526860463705,15.0,0.0,15.835118420389675,0.08088098135461098,10.0,10.0,0.0,9.616324906044847,3.7226778722477567
CBT,COMMODITIES,75.94999694824219,1.0996649605887276,75.75153741351944,74.43537659588208,71.38141732936386,0.0049541865918399,0.0453910151337992,53.89719337734035,49.13282801108601,2026-02-11 20:00:00+00:00,73.75066047668457,,,,70.96865866590161,70.91842215143367,; ema15_above_price_failed,62.95658832161437,1.2205613245319298,15.0,5.0,10.224872721480704,0.4602377948101215,10.0,10.0,8.999964259767868,0.7804547900225896,1.270497431001157
NWE,ENERGIA,68.50499725341797,0.6709562029157367,68.34229505606712,68.09821046067131,67.15131131053428,0.0014189695808296,0.0503092567241616,51.76423778505626,51.58879464339034,2026-02-11 20:00:00+00:00,67.89985982513427,,,,66.46529865862054,64.21296527637699,; ema15_above_price_failed,58.47334478529301,1.647152442988748,15.0,5.0,8.24022329236716,0.12776606903197127,10.0,10.0,8.411418143127547,0.0,0.04678483777757947
WHD,ENERGIA,57.34000015258789,0.8169563838413784,57.29914083284228,56.48799839046422,52.766250460191294,0.0055022512593647,-0.1691176381495772,51.88721492141684,44.795213715925534,2026-02-11 20:00:00+00:00,52.46408039093018,,,,51.30737810236593,47.91556041974179,; ema15_above_price_failed,57.83860648120113,1.6225570157166318,15.0,0.0,14.399549525873718,0.24099196247942017,10.0,10.0,0.0,4.684307655667019,1.8912003214643487
MPLX,ENERGIA,55.68999862670898,0.5062070574079242,55.51380240168843,55.45900877134604,54.92938475692949,0.0008712477525553,0.0429361645446639,52.870629122051504,52.43341519880234,2026-02-11 20:00:00+00:00,55.03298866271973,,,,54.53842154550258,53.47164192063384,; ema15_above_price_failed,57.191623447913315,1.425874175589699,15.0,5.0,4.861713565336702,0.0,10.0,10.0,10.787445327453801,0.0,0.11659037953311137
TTEK,ENERGIA,40.45000076293945,0.735698972429548,41.3323060006291,39.83591157915498,37.59760366145415,0.0066861146028145,-0.3305456861323792,46.14699779052225,31.004713815423003,2026-02-11 20:00:00+00:00,39.362019622802734,,,,36.89456663760498,35.892085175755106,,55.95531629417499,2.7706004418955503,0.0,0.0,0.0,0.17797530765063446,10.0,10.0,11.873040585149708,17.0957575661193,4.037942393359799
WEC,ENERGIA,113.12000274658205,0.8275010245186942,112.64589307937072,111.40019853737316,109.38261752874288,0.0024000003427614,0.0728035662331652,57.51353004264941,46.136006693358325,2026-02-11 20:00:00+00:00,111.33625675964356,,,,109.24779174478176,109.09215988893703,; ema15_above_price_failed,55.324574091427806,0.49729399147011866,15.0,5.0,0.0,0.24916953016599358,10.0,10.0,8.066510367336559,3.477593975977508,3.0340062264776217
EQT,ENERGia,56.93000030517578,0.6959503718784877,56.24412977389946,55.61219922073195,55.14078313085186,0.0017110205609856,0.0735704521950091,58.29056148054073,36.43079846410502,2026-02-11 20:00:00+00:00,57.27355012512207,,,,55.020976362434375,54.855169844657794,; ema15_above_price_failed,58.530588742293595,0.3418877038918538,15.0,5.0,0.0,0.14714951838006016,10.0,10.0,0.0,12.212281382305486,5.829270137716191
PBH,FINANCIERO,66.0,0.9458792550223214,65.94365989873876,65.56786219805798,64.25652704718054,0.0019867393751429,-0.0059472047312506,51.3674438904044,39.856348222196736,2026-02-11 20:00:00+00:00,64.79599103546143,,,,63.98860149782497,64.50985396015119,; ema15_above_price_failed,73.99775320572618,1.7265112219191197,15.0,0.0,14.093960480910232,0.3409740801913642,10.0,10.0,10.637395311160475,9.129286600022938,3.069625511522044
TKO,FINANCIERO,210.22000122070312,2.8333042689732144,210.87201634756715,207.0301627416684,204.14540961068133,0.002632326920632,-0.3822511852921413,52.98520425779596,40.70417959898086,2026-02-11 20:00:00+00:00,207.38422256469727,,,,203.29101309410055,197.57992799838075,,67.49007402985639,1.4029591484408088,15.0,0.0,8.635988909440286,1.8047077698673675,10.0,10.0,9.00523993217334,8.366238360917228,3.27493990901736
DG,FINANCIERO,147.1699981689453,1.543931143624442,147.0738612753647,146.5929934275986,141.2206914357485,0.0027443710143123,-0.1018327915091498,51.03886872674134,37.42370250771407,2026-02-11 20:00:00+00:00,136.9984595336914,,,,137.654367050774,127.31888180256192,; ema15_above_price_failed,66.55381624786953,1.7922262546517318,15.0,0.0,14.007436661094918,0.804774597324947,10.0,10.0,0.0,11.318667743057338,3.630710991740606
MLAB,FINANCIERO,91.0999984741211,1.6699365888323103,91.44003376011932,88.47082765754594,84.55582540147657,0.0054851430553377,-0.537728062496178,52.95785675634229,27.45159245387505,2026-02-11 20:00:00+00:00,88.64803248596192,,,,83.2172923829743,81.55783162631008,,66.11292607648895,1.4084286487315423,0.0,0.0,9.48410638780495,0.9024941961805865,10.0,10.0,11.809793154626396,15.706433208487546,6.80167048065793
MKL,FINANCIERO,2099.0,21.137555803571427,2092.6117319730874,2074.2421850759097,2082.424589424437,0.0004536820529206,-1.6052462513851928,54.4478381084844,31.94971266701515,2026-02-11 20:00:00+00:00,2123.641717529297,,,,2074.638603348884,2045.510755036957,; ema15_above_price_failed,62.52572360832253,1.1104323783031207,0.0,0.0,6.328845077411364,16.0,6.841687435196543,10.0,0.0,16.245258599686366,5.999500117725133
AMGN,SALUD,366.4500122070313,4.884979248046875,367.6197910321263,358.766654742667,345.1071014459176,0.0040061928619321,-2.0397031003431136,52.0126235561927,45.83185304231489,2026-02-11 20:00:00+00:00,357.39061651611325,,,,339.6683197028204,326.6841442892696,,63.60272360391013,1.5974752887614598,15.0,0.0,8.337137886920313,3.395820404773646,10.0,10.0,9.872752291170691,3.751332261916599,1.648205470367416
POST,SALUD,110.86000061035156,1.8466055733816964,110.40105095995632,106.26722286989234,102.6083750481256,0.0051963838305439,-0.5854615583895253,57.39676169872404,46.53668169884875,2026-02-11 20:00:00+00:00,108.79387017822266,,,,102.3209407305718,103.11312122846115,; ema15_above_price_failed,60.33325980630445,0.5206476602551916,15.0,0.0,8.04681875526215,1.0395043251628622,10.0,10.0,9.713281261288044,3.1169864710361233,2.896021333300077
IONS,SALUD,84.33000183105469,0.9997940063476562,84.08234506415614,83.42663052539838,81.25834483704902,0.0018455537359318,-0.2439141651330222,51.704207064742114,44.17993903600527,2026-02-11 20:00:00+00:00,81.94971751403808,,,,80.1306612393422,74.1806392607816,; ema15_above_price_failed,59.075173086280365,1.6591585870515773,15.0,0.0,8.073350619789919,0.38278598651987167,10.0,10.0,6.715351550993926,5.238054867595254,2.006471474329824
RPRX,SALUD,44.2599983215332,0.5307143075125558,44.231343101462926,42.96581419439669,41.20104244324808,0.0056716157047122,-0.0839816784646926,58.08154215564544,44.36438685745708,2026-02-11 20:00:00+00:00,42.40938173675537,,,,40.6652116225979,39.233005413058656,; ema15_above_price_failed,58.482680891268465,0.38369156887091266,15.0,0.0,14.2722021447911,0.019005834591740964,10.0,10.0,0.07782143520919238,5.072051828288631,3.6579080795168957
BMY,SALUD,59.915000915527344,0.6839073726109096,60.26625985445831,58.33232929681483,55.67969587405664,0.0059465016882264,-0.2738843338145225,53.91430652436694,35.159648361314964,2026-02-11 20:00:00+00:00,56.76693999481201,,,,54.66502628227602,52.1878562726824,,54.712507292109045,1.2171386951266114,15.0,0.0,0.0,0.13780994535204466,10.0,10.0,0.0,13.356316474816532,5.001242176813861
HSAI,TECNOLOGÍA,25.989999771118164,0.8588357652936663,26.11453482471441,25.632962663035247,24.79051940448656,0.003646073721557,-0.0907677460098309,51.39965381418378,38.84515629997357,2026-02-11 20:00:00+00:00,25.301451263427733,,,,24.5830676632352,23.73048428668029,,69.55095952499282,1.7200692371632442,15.0,0.0,11.35985589314942,0.2734702125192393,10.0,10.0,7.810338848347741,10.03935933002379,3.34786600378939
AAPL,TECNOLOGÍA,275.5400085449219,2.561468941824777,275.4785137574348,269.6150960857331,266.770343004626,0.0026557013868446,-0.4285787816170683,55.137873704109424,48.14250312280789,2026-02-11 20:00:00+00:00,271.3474102478027,,,,265.83336300721163,260.3274015050578,; ema15_above_price_failed,67.51448788057841,0.9724252591781151,15.0,0.0,15.231755978979894,1.5938943476385476,10.0,10.0,11.179232950295209,1.6717471894729017,1.865432155013743
AKAM,TECNOLOGÍA,94.87999725341795,1.458885737827846,94.61217955760767,94.6586726910492,92.68053451958173,0.0017658538751108,0.2421141912765087,51.69882742146704,39.669395074971455,2026-02-11 20:00:00+00:00,96.47358952331544,,,,90.91989627621174,87.1744854508636,; ema15_above_price_failed,65.02998761239866,1.6602345157065925,15.0,5.0,10.125539757014021,0.738820281420197,10.0,10.0,0.0,9.297544432525692,3.2078486257321552
AIN,TECNOLOGÍA,58.790000915527344,0.7029149191720145,58.86295600054954,57.69830100150073,55.222580186417886,0.0050047096472719,-0.0455881443691349,55.152335102567534,37.41970059142569,2026-02-11 20:00:00+00:00,54.99899909973145,,,,55.19536862971916,55.604927486328336,,64.85179632783523,0.9695329794864932,15.0,0.0,12.678740688190025,0.15255065613733595,10.0,10.0,0.0,11.32226946771688,4.7287025363044926
NSIT,TECNOLOGÍA,90.0999984741211,1.7737432207380022,90.80457472050618,87.05097828949009,85.16610731109053,0.0052391109337069,-0.3635490482313002,53.5123880051808,40.5034370961812,2026-02-11 20:00:00+00:00,88.76784149169922,,,,86.7566445652039,94.48073593530908,,60.091517507393355,1.2975223989638394,15.0,0.0,3.2887802356522045,0.9829981967152059,10.0,10.0,7.5062564868919655,8.546906613436919,3.469053575733227
RTX,COMMODITIES,196.52999877929688,1.8468082972935267,196.87223699410293,197.44164327061637,192.58701397674287,0.0014176984372538,0.0460369582399086,47.4051929359035,36.46727227279886,2026-02-11 20:00:00+00:00,191.2993194580078,,,,189.72410959727077,180.3317748522132,; ema50_below_price_failed,62.73114622760552,2.5189614128193,15.0,5.0,10.069973104494196,1.0396615413792711,10.0,0.0,4.00631637093715,12.179454954481027,2.916778843494571
WMS,COMMODITIES,173.17999267578125,2.254998343331473,173.07327186491224,165.62411729811504,157.8231475362895,0.0071965555183833,-0.7786724135233412,59.06090552238855,29.6874367683548,2026-02-11 20:00:00+00:00,165.38919174194336,,,,155.36905279816287,148.9374215138142,; ema15_above_price_failed,61.851795788613046,0.1878188955222896,0.0,0.0,14.485557225393395,1.356220619361103,10.0,10.0,0.2705809557412735,17.71869309151932,7.832925001075667
LBRT,FINANCIERO,24.459999084472656,0.5405355181012835,24.675332451443047,24.006695519194803,21.691946504865022,0.0090617750649379,-0.1090050256882042,48.61527865484057,37.38394575751859,2026-02-11 20:00:00+00:00,23.15888925933838,,,,20.863729454382984,18.60715045483448,,61.462730539101905,2.276944269031885,15.0,0.0,3.252146228508577,0.02662236860282276,10.0,10.0,6.557546748772812,11.354448818233271,2.995022105952529
YUM,FINANCIERO,159.0399932861328,1.4039306640625,159.53654136057582,158.21300709515307,155.45376998139312,0.0017599244200175,-0.2421856559338374,49.16834206321784,38.59897179268263,2026-02-11 20:00:00+00:00,155.29914190673827,,,,154.3310838640824,151.75024615172998,,60.63672945478683,2.1663315873564315,15.0,0.0,4.682106040623507,0.6962015854219995,10.0,10.0,5.01266611598987,10.260925386585631,2.818498738809389
ZWS,COMMODITIES,51.54999923706055,0.5814429691859654,51.60786246809693,49.88536222706999,48.15103809057743,0.0048525859973066,-0.2945822969261414,56.36182998509552,32.99968437063767,2026-02-11 20:00:00+00:00,50.01467881011963,,,,47.86003597464244,46.63287956708365,,60.28842989777908,0.7276340029808963,0.0,0.0,12.815468599170329,0.05834686831477788,10.0,10.0,5.156790863698218,15.3002840664261,6.229905497188761
URI,FINANCIERO,873.0,12.188969203404016,872.1919448999316,864.2202769979062,863.0017776143693,0.0008806718943614,-1.7916962652528294,54.84927276401902,34.870623069783974,2026-02-11 20:00:00+00:00,883.300923828125,,,,865.7585102861366,862.7103970180987,; ema15_above_price_failed,60.11570088037424,1.030145447196196,0.0,0.0,13.878593113930698,9.060202347202187,7.20268081638806,10.0,0.0,13.616439237194422,5.327639918462679
STT,FINANCIERO,131.61000061035156,1.7653568812779017,131.90483624120256,131.1829270650151,129.39681745675105,0.0010098972733911,-0.2903150518278869,49.72606025122506,48.67099215591686,2026-02-11 20:00:00+00:00,129.64868704223633,,,,128.1878544020713,123.34584408179208,,59.83036674570403,2.0547879497549886,15.0,0.0,10.655618766216655,0.9764944323218789,10.0,10.0,9.6660070456535,1.196107059674823,0.28135149208218496
KMT,COMMODITIES,40.25,0.5960641588483538,40.20175184135056,37.84040653592959,34.06447247742294,0.0131269257037378,-0.2221489695642011,59.7697902076458,30.55915641121622,2026-02-11 20:00:00+00:00,36.18572132873536,,,,32.67678811685236,29.413660597771425,; ema15_above_price_failed,58.811763083782374,0.04604195847084043,0.0,0.0,13.409773673080428,0.06968587661115586,10.0,10.0,0.0,17.4967592299054,7.789502345714554
CRI,FINANCIERO,37.81999969482422,0.7907145363943917,37.73913802813777,36.84996702253782,35.311420438434084,0.0053375662972508,-0.0350868601578167,55.03778302371656,51.16718355651111,2026-02-11 20:00:00+00:00,36.19120094299316,,,,34.65462970523488,33.40229371794505,; ema15_above_price_failed,58.61335013298925,0.9924433952566887,15.0,0.0,12.727550569937138,0.22064091493921206,10.0,10.0,8.640555394934749,0.0,1.032159857921452
ULTA,FINANCIERO,682.9299926757812,6.500924246651786,685.876508900076,675.4060806267887,647.4011230123779,0.0039414575903198,-1.9875452408988217,50.77607759994054,37.57484766370901,2026-02-11 20:00:00+00:00,635.59496875,,,,633.7530367057828,593.4948128455904,,57.69290209197369,1.8447844800118918,15.0,0.0,1.4961363030810446,4.649016223223783,10.0,10.0,0.0,11.182637102661893,3.520327982995076
EMR,COMMODITIES,154.6699981689453,2.132495335170201,158.8673515398861,154.57853780010072,147.19113748472807,0.0058734554178179,-0.6643376788449329,44.22513399210073,42.88036416210984,2026-02-11 20:00:00+00:00,151.81055459594728,,,,144.903759623075,139.77288067040828,,57.22781332451113,3.154973201579854,15.0,0.0,0.0,1.2612172264808954,10.0,10.0,11.045345354351674,6.407672254101142,0.35860528799757013
KMX,FINANCIERO,45.77999877929688,0.7183718000139508,45.88392927020747,45.96229154011216,44.08232759207641,0.0018390476206471,-0.1729294734993326,48.14227837269088,41.599085762825645,2026-02-11 20:00:00+00:00,45.11190872955322,,,,44.109850236264265,45.65479609751891,; ema50_below_price_failed,56.79218971171783,2.371544325461824,15.0,0.0,11.370397739618763,0.16453775870216317,10.0,0.0,8.580035711847431,7.5608228134569195,1.7448513626307298
SHAK,FINANCIERO,96.9800033569336,1.3978489467075892,96.47166193596004,94.56511336841253,91.7813036659858,0.0035628070612402,-0.2238895687903135,57.34305608610862,40.81517360799399,2026-02-11 20:00:00+00:00,92.85610025024414,,,,91.36349477186258,93.29930023840252,; ema15_above_price_failed,56.55847289049169,0.5313887827782764,15.0,0.0,4.362887485469884,0.6914850989297304,10.0,10.0,3.2989324430111626,8.266343752805408,4.407435327497234
CNA,FINANCIERO,48.52999877929688,0.7208859579903739,48.84158877029655,48.51169023471322,47.57093523394122,0.0013582007297185,-0.1623246633498804,46.9112462511124,41.12274033743026,2026-02-11 20:00:00+00:00,48.07656046295166,,,,47.3287321976237,46.92887024973221,,56.25995777252828,2.6177507497775196,15.0,0.0,2.1685754848305354,0.16648753562260077,10.0,10.0,6.774008729002947,7.989533696312767,1.5436015769819051
