TICKER,PRECIO,ATR 2H,EMA 15,EMA 50,EMA 150,MFI,RSI,ENTRADA 1,ENTRADA 2,STOP,TARGET 1,TARGET 2,MONTO,G/P,G/P POT%,_Score,Sector,_sc_rsi_low,_sc_mfi_rsi_soft,_sc_macd_pos,_sc_ema15_close_gap,_sc_atr_score,_sc_ema150_distance,_sc_ema50_below,_sc_fib_soft,_sc_mfi_score,_sc_mfi_diff
BCC,89.38500213623047,1.1924945286342077,89.30657097935175,86.87125281254035,82.18526162113868,35.037940548748665,54.76305209885976,,,,,,,,,69.20084046268168,COMMODITIES,1.0473895802280482,15.0,0.0,13.895338754305545,0.5322288753255858,10.0,10.0,0.0,13.465853506126201,5.260029746696292
ROCK,54.09999847412109,0.8853067670549665,53.89531897323213,53.00413957810473,52.42396627780654,40.70463310811983,55.12686868844798,,,,,,,,,68.65026698829459,COMMODITIES,0.9746262623104045,15.0,0.0,8.601723750248954,0.2939989735513827,10.0,10.0,11.568158311404185,8.365830202692154,3.8459294880875063
STX,407.0700073242188,10.590866088867188,410.0303965863131,403.5842585608708,357.8036410252325,42.14545102711295,47.01200998877764,,,,,,,,,66.28818967896687,COMMODITIES,2.597598002244472,15.0,0.0,7.055268229045307,7.820843246292992,10.0,10.0,5.447637069341841,7.069094075598347,1.2977490564439185
TREX,44.02999877929688,0.6104997907366071,44.02685314898912,43.16958954655812,40.57861626572362,39.31519454883906,53.27523656976815,,,,,,,,,65.59995486608325,COMMODITIES,1.3449526860463705,15.0,0.0,15.835118420389675,0.08088098135461098,10.0,10.0,0.0,9.616324906044847,3.7226778722477567
CBT,75.94999694824219,1.0996649605887276,75.75153741351944,74.43537659588208,71.38141732936386,49.13282801108601,53.89719337734035,,,,,,,,,62.95658832161437,COMMODITIES,1.2205613245319298,15.0,5.0,10.224872721480704,0.4602377948101215,10.0,10.0,8.999964259767868,0.7804547900225896,1.270497431001157
NWE,68.50499725341797,0.6709562029157367,68.34229505606712,68.09821046067131,67.15131131053428,51.58879464339034,51.76423778505626,,,,,,,,,58.47334478529301,ENERGIA,1.647152442988748,15.0,5.0,8.24022329236716,0.12776606903197127,10.0,10.0,8.411418143127547,0.0,0.04678483777757947
WHD,57.34000015258789,0.8169563838413784,57.29914083284228,56.48799839046422,52.766250460191294,44.795213715925534,51.88721492141684,,,,,,,,,57.83860648120113,ENERGIA,1.6225570157166318,15.0,0.0,14.399549525873718,0.24099196247942017,10.0,10.0,0.0,4.684307655667019,1.8912003214643487
MPLX,55.68999862670898,0.5062070574079242,55.51380240168843,55.45900877134604,54.92938475692949,52.43341519880234,52.870629122051504,,,,,,,,,57.191623447913315,ENERGIA,1.425874175589699,15.0,5.0,4.861713565336702,0.0,10.0,10.0,10.787445327453801,0.0,0.11659037953311137
TTEK,40.45000076293945,0.735698972429548,41.3323060006291,39.83591157915498,37.59760366145415,31.004713815423003,46.14699779052225,,,,,,,,,55.95531629417499,ENERGIA,2.7706004418955503,0.0,0.0,0.0,0.17797530765063446,10.0,10.0,11.873040585149708,17.0957575661193,4.037942393359799
WEC,113.12000274658205,0.8275010245186942,112.64589307937072,111.40019853737316,109.38261752874288,46.136006693358325,57.51353004264941,,,,,,,,,55.324574091427806,ENERGIA,0.49729399147011866,15.0,5.0,0.0,0.24916953016599358,10.0,10.0,8.066510367336559,3.477593975977508,3.0340062264776217
EQT,56.93000030517578,0.6959503718784877,56.24412977389946,55.61219922073195,55.14078313085186,36.43079846410502,58.29056148054073,,,,,,,,,58.530588742293595,ENERGia,0.3418877038918538,15.0,5.0,0.0,0.14714951838006016,10.0,10.0,0.0,12.212281382305486,5.829270137716191
PBH,66.0,0.9458792550223214,65.94365989873876,65.56786219805798,64.25652704718054,39.856348222196736,51.3674438904044,,,,,,,,,73.99775320572618,FINANCIERO,1.7265112219191197,15.0,0.0,14.093960480910232,0.3409740801913642,10.0,10.0,10.637395311160475,9.129286600022938,3.069625511522044
TKO,210.22000122070312,2.8333042689732144,210.87201634756715,207.0301627416684,204.14540961068133,40.70417959898086,52.98520425779596,,,,,,,,,67.49007402985639,FINANCIERO,1.4029591484408088,15.0,0.0,8.635988909440286,1.8047077698673675,10.0,10.0,9.00523993217334,8.366238360917228,3.27493990901736
DG,147.1699981689453,1.543931143624442,147.0738612753647,146.5929934275986,141.2206914357485,37.42370250771407,51.03886872674134,,,,,,,,,66.55381624786953,FINANCIERO,1.7922262546517318,15.0,0.0,14.007436661094918,0.804774597324947,10.0,10.0,0.0,11.318667743057338,3.630710991740606
MLAB,91.0999984741211,1.6699365888323103,91.44003376011932,88.47082765754594,84.55582540147657,27.45159245387505,52.95785675634229,,,,,,,,,66.11292607648895,FINANCIERO,1.4084286487315423,0.0,0.0,9.48410638780495,0.9024941961805865,10.0,10.0,11.809793154626396,15.706433208487546,6.80167048065793
MKL,2099.0,21.137555803571427,2092.6117319730874,2074.2421850759097,2082.424589424437,31.94971266701515,54.4478381084844,,,,,,,,,62.52572360832253,FINANCIERO,1.1104323783031207,0.0,0.0,6.328845077411364,16.0,6.841687435196543,10.0,0.0,16.245258599686366,5.999500117725133
AMGN,366.4500122070313,4.884979248046875,367.6197910321263,358.766654742667,345.1071014459176,45.83185304231489,52.0126235561927,,,,,,,,,63.60272360391013,SALUD,1.5974752887614598,15.0,0.0,8.337137886920313,3.395820404773646,10.0,10.0,9.872752291170691,3.751332261916599,1.648205470367416
POST,110.86000061035156,1.8466055733816964,110.40105095995632,106.26722286989234,102.6083750481256,46.53668169884875,57.39676169872404,,,,,,,,,60.33325980630445,SALUD,0.5206476602551916,15.0,0.0,8.04681875526215,1.0395043251628622,10.0,10.0,9.713281261288044,3.1169864710361233,2.896021333300077
IONS,84.33000183105469,0.9997940063476562,84.08234506415614,83.42663052539838,81.25834483704902,44.17993903600527,51.704207064742114,,,,,,,,,59.075173086280365,SALUD,1.6591585870515773,15.0,0.0,8.073350619789919,0.38278598651987167,10.0,10.0,6.715351550993926,5.238054867595254,2.006471474329824
RPRX,44.2599983215332,0.5307143075125558,44.231343101462926,42.96581419439669,41.20104244324808,44.36438685745708,58.08154215564544,,,,,,,,,58.482680891268465,SALUD,0.38369156887091266,15.0,0.0,14.2722021447911,0.019005834591740964,10.0,10.0,0.07782143520919238,5.072051828288631,3.6579080795168957
BMY,59.915000915527344,0.6839073726109096,60.26625985445831,58.33232929681483,55.67969587405664,35.159648361314964,53.91430652436694,,,,,,,,,54.712507292109045,SALUD,1.2171386951266114,15.0,0.0,0.0,0.13780994535204466,10.0,10.0,0.0,13.356316474816532,5.001242176813861
HSAI,25.989999771118164,0.8588357652936663,26.11453482471441,25.632962663035247,24.79051940448656,38.84515629997357,51.39965381418378,,,,,,,,,69.55095952499282,TECNOLOGÍA,1.7200692371632442,15.0,0.0,11.35985589314942,0.2734702125192393,10.0,10.0,7.810338848347741,10.03935933002379,3.34786600378939
AAPL,275.5400085449219,2.561468941824777,275.4785137574348,269.6150960857331,266.770343004626,48.14250312280789,55.137873704109424,,,,,,,,,67.51448788057841,TECNOLOGÍA,0.9724252591781151,15.0,0.0,15.231755978979894,1.5938943476385476,10.0,10.0,11.179232950295209,1.6717471894729017,1.865432155013743
AKAM,94.87999725341795,1.458885737827846,94.61217955760767,94.6586726910492,92.68053451958173,39.669395074971455,51.69882742146704,,,,,,,,,65.02998761239866,TECNOLOGÍA,1.6602345157065925,15.0,5.0,10.125539757014021,0.738820281420197,10.0,10.0,0.0,9.297544432525692,3.2078486257321552
AIN,58.790000915527344,0.7029149191720145,58.86295600054954,57.69830100150073,55.222580186417886,37.41970059142569,55.152335102567534,,,,,,,,,64.85179632783523,TECNOLOGÍA,0.9695329794864932,15.0,0.0,12.678740688190025,0.15255065613733595,10.0,10.0,0.0,11.32226946771688,4.7287025363044926
NSIT,90.0999984741211,1.7737432207380022,90.80457472050618,87.05097828949009,85.16610731109053,40.5034370961812,53.5123880051808,,,,,,,,,60.091517507393355,TECNOLOGÍA,1.2975223989638394,15.0,0.0,3.2887802356522045,0.9829981967152059,10.0,10.0,7.5062564868919655,8.546906613436919,3.469053575733227
RTX,196.52999877929688,1.8468082972935267,196.87223699410293,197.44164327061637,192.58701397674287,36.46727227279886,47.4051929359035,,,,,,,,,62.73114622760552,COMMODITIES,2.5189614128193,15.0,5.0,10.069973104494196,1.0396615413792711,10.0,0.0,4.00631637093715,12.179454954481027,2.916778843494571
WMS,173.17999267578125,2.254998343331473,173.07327186491224,165.62411729811504,157.8231475362895,29.6874367683548,59.06090552238855,,,,,,,,,61.851795788613046,COMMODITIES,0.1878188955222896,0.0,0.0,14.485557225393395,1.356220619361103,10.0,10.0,0.2705809557412735,17.71869309151932,7.832925001075667
LBRT,24.459999084472656,0.5405355181012835,24.675332451443047,24.006695519194803,21.691946504865022,37.38394575751859,48.61527865484057,,,,,,,,,61.462730539101905,FINANCIERO,2.276944269031885,15.0,0.0,3.252146228508577,0.02662236860282276,10.0,10.0,6.557546748772812,11.354448818233271,2.995022105952529
YUM,159.0399932861328,1.4039306640625,159.53654136057582,158.21300709515307,155.45376998139312,38.59897179268263,49.16834206321784,,,,,,,,,60.63672945478683,FINANCIERO,2.1663315873564315,15.0,0.0,4.682106040623507,0.6962015854219995,10.0,10.0,5.01266611598987,10.260925386585631,2.818498738809389
ZWS,51.54999923706055,0.5814429691859654,51.60786246809693,49.88536222706999,48.15103809057743,32.99968437063767,56.36182998509552,,,,,,,,,60.28842989777908,COMMODITIES,0.7276340029808963,0.0,0.0,12.815468599170329,0.05834686831477788,10.0,10.0,5.156790863698218,15.3002840664261,6.229905497188761
URI,873.0,12.188969203404016,872.1919448999316,864.2202769979062,863.0017776143693,34.870623069783974,54.84927276401902,,,,,,,,,60.11570088037424,FINANCIERO,1.030145447196196,0.0,0.0,13.878593113930698,9.060202347202187,7.20268081638806,10.0,0.0,13.616439237194422,5.327639918462679
STT,131.61000061035156,1.7653568812779017,131.90483624120256,131.1829270650151,129.39681745675105,48.67099215591686,49.72606025122506,,,,,,,,,59.83036674570403,FINANCIERO,2.0547879497549886,15.0,0.0,10.655618766216655,0.9764944323218789,10.0,10.0,9.6660070456535,1.196107059674823,0.28135149208218496
KMT,40.25,0.5960641588483538,40.20175184135056,37.84040653592959,34.06447247742294,30.55915641121622,59.7697902076458,,,,,,,,,58.811763083782374,COMMODITIES,0.04604195847084043,0.0,0.0,13.409773673080428,0.06968587661115586,10.0,10.0,0.0,17.4967592299054,7.789502345714554
CRI,37.81999969482422,0.7907145363943917,37.73913802813777,36.84996702253782,35.311420438434084,51.16718355651111,55.03778302371656,,,,,,,,,58.61335013298925,FINANCIERO,0.9924433952566887,15.0,0.0,12.727550569937138,0.22064091493921206,10.0,10.0,8.640555394934749,0.0,1.032159857921452
ULTA,682.9299926757812,6.500924246651786,685.876508900076,675.4060806267887,647.4011230123779,37.57484766370901,50.77607759994054,,,,,,,,,57.69290209197369,FINANCIERO,1.8447844800118918,15.0,0.0,1.4961363030810446,4.649016223223783,10.0,10.0,0.0,11.182637102661893,3.520327982995076
EMR,154.6699981689453,2.132495335170201,158.8673515398861,154.57853780010072,147.19113748472807,42.88036416210984,44.22513399210073,,,,,,,,,57.22781332451113,COMMODITIES,3.154973201579854,15.0,0.0,0.0,1.2612172264808954,10.0,10.0,11.045345354351674,6.407672254101142,0.35860528799757013
KMX,45.77999877929688,0.7183718000139508,45.88392927020747,45.96229154011216,44.08232759207641,41.599085762825645,48.14227837269088,,,,,,,,,56.79218971171783,FINANCIERO,2.371544325461824,15.0,0.0,11.370397739618763,0.16453775870216317,10.0,0.0,8.580035711847431,7.5608228134569195,1.7448513626307298
SHAK,96.9800033569336,1.3978489467075892,96.47166193596004,94.56511336841253,91.7813036659858,40.81517360799399,57.34305608610862,,,,,,,,,56.55847289049169,FINANCIERO,0.5313887827782764,15.0,0.0,4.362887485469884,0.6914850989297304,10.0,10.0,3.2989324430111626,8.266343752805408,4.407435327497234
CNA,48.52999877929688,0.7208859579903739,48.84158877029655,48.51169023471322,47.57093523394122,41.12274033743026,46.9112462511124,,,,,,,,,56.25995777252828,FINANCIERO,2.6177507497775196,15.0,0.0,2.1685754848305354,0.16648753562260077,10.0,10.0,6.774008729002947,7.989533696312767,1.5436015769819051
